tweet_id,text,image,label,label,split
article_0835,Những lầm tưởng phổ biến về sức mạnh của smartphone,/root/mvsa/data/ViClickbait-2025/images/article_0835_image.png,non-clickbait,0,train
article_2085,BHXH Việt Nam phát cảnh báo về tin đồn tăng mức đóng BHYT từ ngày 1/7,/root/mvsa/data/ViClickbait-2025/images/article_2085_image.png,non-clickbait,0,train
article_0035,Đề xuất Chính phủ được điều chỉnh quy định trong luật nếu có vướng mắc,/root/mvsa/data/ViClickbait-2025/images/article_0035_image.png,non-clickbait,0,train
article_1777,Thủ tướng yêu cầu đề thi tốt nghiệp THPT có mức độ phân hóa phù hợp,/root/mvsa/data/ViClickbait-2025/images/article_1777_image.png,non-clickbait,0,train
article_0610,"Đánh mẹ rồi đâm vào ngực cán bộ an ninh, thanh niên cố thủ trong nhà",/root/mvsa/data/ViClickbait-2025/images/article_0610_image.png,non-clickbait,0,train
article_1605,"HLV Guardiola so sánh Yamal - Messi, fan Pháp đòi trao ngay Bóng vàng cho Dembele",/root/mvsa/data/ViClickbait-2025/images/article_1605_image.png,non-clickbait,0,train
article_2648,MONO khẳng định dấu ấn trong Showmatch khởi động hợp tác Liên Minh Huyền Thoại,/root/mvsa/data/ViClickbait-2025/images/article_2648_image.png,non-clickbait,0,train
article_3165,Đình Tú - Ngọc Huyền khoe giấy đăng ký kết hôn,/root/mvsa/data/ViClickbait-2025/images/article_3165_image.png,non-clickbait,0,train
article_0744,"Triệt phá đường dây lừa đảo hàng trăm ngàn người già do ""ông trùm"" ở TP HCM cầm đầu",/root/mvsa/data/ViClickbait-2025/images/article_0744_image.png,non-clickbait,0,train
article_1372,Điều hòa công suất lớn chịu thuế tiêu thụ đặc biệt từ 2026 - Báo Nhân Dân,/root/mvsa/data/ViClickbait-2025/images/article_1372_image.png,non-clickbait,0,train
article_0519,Ukraine tuyên bố tăng quy mô và chiều sâu của các cuộc tấn công nhằm vào Nga - Báo Điện tử Tiếng nói Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_0519_image.png,non-clickbait,0,train
article_2224,Lời khai gian dối của kẻ quấn thi thể vợ vào mỏ neo dưới hồ,/root/mvsa/data/ViClickbait-2025/images/article_2224_image.png,non-clickbait,0,train
article_0483,Iran tuyên bố tấn công kết hợp UAV và tên lửa đạn đạo gây nổ lớn dồn dập ở Israel,/root/mvsa/data/ViClickbait-2025/images/article_0483_image.png,non-clickbait,0,train
article_1001,Jennie 'đấu tranh' vì album RUBY: 'Không phải sản phẩm để chiều lòng thị trường',/root/mvsa/data/ViClickbait-2025/images/article_1001_image.png,clickbait,1,train
article_2005,Tiết mục múa tái hiện báo chí trong môi trường số,/root/mvsa/data/ViClickbait-2025/images/article_2005_image.png,non-clickbait,0,train
article_1088,"Có một Bình Dương văn minh, nghĩa tình - Báo Bình Dương",/root/mvsa/data/ViClickbait-2025/images/article_1088_image.png,non-clickbait,0,train
article_1148,CaraWorld đạt kỷ lục ‘hoạt động dã ngoại bên biển đông nhất Việt Nam’,/root/mvsa/data/ViClickbait-2025/images/article_1148_image.png,non-clickbait,0,train
article_1060,Xã hội hóa lễ hội pháo hoa quốc tế: Tạo sức bật cho ngành du lịch Đà Nẵng - Báo Nhân Dân,/root/mvsa/data/ViClickbait-2025/images/article_1060_image.png,non-clickbait,0,train
article_0354,Vụ cưỡng chế đất ở Hưng Yên: Đề nghị điều tra hành vi xâm hại mồ mả,/root/mvsa/data/ViClickbait-2025/images/article_0354_image.png,non-clickbait,0,train
article_1812,"Đại học Đà Nẵng: Chủ động, tiên phong trong đào tạo nguồn nhân lực chất lượng cao",/root/mvsa/data/ViClickbait-2025/images/article_1812_image.png,non-clickbait,0,train
article_3531,"Giẫm phải gai nhọn, người đàn ông bị nhiễm trùng uốn ván, tính mạng nguy kịch",/root/mvsa/data/ViClickbait-2025/images/article_3531_image.png,non-clickbait,0,train
article_2784,6 huyền thoại 'Quỷ đỏ' được kiểm tra sức khỏe tại TP HCM,/root/mvsa/data/ViClickbait-2025/images/article_2784_image.png,non-clickbait,0,train
article_1409,6 cách giảm nhiệt miệng không cần dùng thuốc,/root/mvsa/data/ViClickbait-2025/images/article_1409_image.png,non-clickbait,0,train
article_2547,"Lan tỏa thông điệp ‘Năng lượng vui khỏe, tinh thần siêu phàm’",/root/mvsa/data/ViClickbait-2025/images/article_2547_image.png,non-clickbait,0,train
article_1083,Gia Lai: Bổ nhiệm trụ trì chùa Minh Trí (H.Ia Pa) - Giác ngộ,/root/mvsa/data/ViClickbait-2025/images/article_1083_image.png,non-clickbait,0,train
article_0969,"Bom tấn 18+ được mong chờ nhất hè 2025: Huyền thoại tái xuất, toàn cầu lại sắp ""bùng nổ"" rồi!",/root/mvsa/data/ViClickbait-2025/images/article_0969_image.png,clickbait,1,train
article_1281,"Đình Tú bất ngờ 'chốt đơn' quỳ gối cầu hôn, danh tính cô dâu gây chú ý",/root/mvsa/data/ViClickbait-2025/images/article_1281_image.png,clickbait,1,train
article_0963,U23 Việt Nam: Những thách thức lớn tại giải U23 Đông Nam Á 2025,/root/mvsa/data/ViClickbait-2025/images/article_0963_image.png,non-clickbait,0,train
article_0909,Những nơi nào ở TP.HCM được miễn giấy phép xây dựng?,/root/mvsa/data/ViClickbait-2025/images/article_0909_image.png,clickbait,1,train
article_2138,"Chế độ ẩn danh của Chrome không hề ""ẩn danh"" như bạn nghĩ, đây là sự thật",/root/mvsa/data/ViClickbait-2025/images/article_2138_image.png,clickbait,1,train
article_2978,Ngôi mộ trẻ em 8.000 năm tuổi tiết lộ bí mật rùng mình - Báo Tri thức & Cuộc sống,/root/mvsa/data/ViClickbait-2025/images/article_2978_image.png,clickbait,1,train
article_0567,Bộ trưởng Tài chính: Giải ngân 100% vốn đầu tư công là 'thách thức rất lớn',/root/mvsa/data/ViClickbait-2025/images/article_0567_image.png,non-clickbait,0,train
article_2942,Tạp chí du lịch nước ngoài bình chọn 6 điểm đến đẹp nhất Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_2942_image.png,non-clickbait,0,train
article_0756,Thủ đoạn gây sốc của nhóm nhân viên tài chính ghép ảnh khiêu dâm đòi nợ,/root/mvsa/data/ViClickbait-2025/images/article_0756_image.png,clickbait,1,train
article_0685,Nghị định mở đường cho hợp tác công - tư trong phát triển khoa học công nghệ,/root/mvsa/data/ViClickbait-2025/images/article_0685_image.png,non-clickbait,0,train
article_1362,Phó Thủ tướng Lê Thành Long dự lễ khởi công dự án Thép Xanh Nam Định. - Báo Pháp Luật Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_1362_image.png,non-clickbait,0,train
article_3589,"TP. Hồ Chí Minh thành lập Tổ Công tác rà soát, đánh giá đất dự án - Tạp chí VnEconomy",/root/mvsa/data/ViClickbait-2025/images/article_3589_image.png,non-clickbait,0,train
article_1430,"Tin tức giá xe: Volkswagen Viloran, Teramont X 'ngược dòng' tăng giá tới 110 triệu đồng",/root/mvsa/data/ViClickbait-2025/images/article_1430_image.png,non-clickbait,0,train
article_2622,"Bi kịch xảy ra khi người phụ nữ ở Hà Nội treo cổ tự tử do bị đánh ghen, đòi nợ",/root/mvsa/data/ViClickbait-2025/images/article_2622_image.png,clickbait,1,train
article_0682,"Giá vàng hôm nay 21/6/2025 biến động thất thường, SJC vụt tăng trở lại",/root/mvsa/data/ViClickbait-2025/images/article_0682_image.png,non-clickbait,0,train
article_1535,"Vì sao doanh nghiệp ""Ăn cùng bà Tuyết"" tuyên bố giải thể nhưng kênh TikTok vẫn livestream kinh doanh rầm rộ?",/root/mvsa/data/ViClickbait-2025/images/article_1535_image.png,clickbait,1,train
article_0032,"69 xã, phường của Hà Tĩnh sau sắp xếp",/root/mvsa/data/ViClickbait-2025/images/article_0032_image.png,non-clickbait,0,train
article_0271,Bảng xếp hạng Champions League 2024/2025 mới nhất,/root/mvsa/data/ViClickbait-2025/images/article_0271_image.png,non-clickbait,0,train
article_1235,Sạp báo núp hẻm 'độc lạ Cần Thơ': Mỗi ngày chỉ bán 60 - 70 tờ,/root/mvsa/data/ViClickbait-2025/images/article_1235_image.png,non-clickbait,0,train
article_3465,Thúc đẩy chuyển đổi số với đề xuất bỏ tem thu phí sử dụng đường bộ,/root/mvsa/data/ViClickbait-2025/images/article_3465_image.png,non-clickbait,0,train
article_1862,Phổ điểm thi lớp 10 TP.HCM: Hơn 28.000 thí sinh dưới trung bình môn Toán,/root/mvsa/data/ViClickbait-2025/images/article_1862_image.png,non-clickbait,0,train
article_1157,Tiện ích của khu biệt lập The Privé,/root/mvsa/data/ViClickbait-2025/images/article_1157_image.png,non-clickbait,0,train
article_2249,Bán rẻ đến mức nào sẽ là phá giá?,/root/mvsa/data/ViClickbait-2025/images/article_2249_image.png,clickbait,1,train
article_0713,"Đi câu cùng gia đình, người phụ nữ câu được loài cá khổng lồ",/root/mvsa/data/ViClickbait-2025/images/article_0713_image.png,clickbait,1,train
article_3116,Những lợi ích của cổng USB trên ô tô,/root/mvsa/data/ViClickbait-2025/images/article_3116_image.png,clickbait,1,train
article_0512,Tổng thống Mỹ họp thảo luận về tình hình Iran - Báo Sài Gòn Giải Phóng,/root/mvsa/data/ViClickbait-2025/images/article_0512_image.png,non-clickbait,0,train
article_0449,"Lật tẩy đường dây lừa đảo nhắm vào người già, chiếm đoạt hàng trăm tỷ đồng",/root/mvsa/data/ViClickbait-2025/images/article_0449_image.png,non-clickbait,0,train
article_2166,Samsung đang rất nghiêm túc với đối thủ dành cho iPhone 16e,/root/mvsa/data/ViClickbait-2025/images/article_2166_image.png,non-clickbait,0,train
article_2186,Trang Pháp tiết lộ về tiêu chí quan trọng nhất ở người bạn đời - Báo Điện tử Tiếng nói Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_2186_image.png,clickbait,1,train
article_2864,"Dàn cầu thủ cao to và triển vọng của U.23 Việt Nam, chỉ còn thiếu...",/root/mvsa/data/ViClickbait-2025/images/article_2864_image.png,clickbait,1,train
article_3321,Du lịch Thái Lan dự báo kịch bản xấu vì xung đột Iran - Israel,/root/mvsa/data/ViClickbait-2025/images/article_3321_image.png,non-clickbait,0,train
article_2738,Redmi K90 Pro sẽ có camera tele tiềm vọng chất lượng hàng đầu - Tạp chí Người Đưa Tin,/root/mvsa/data/ViClickbait-2025/images/article_2738_image.png,non-clickbait,0,train
article_1935,Bùi Tiến Dũng 'tuyên chiến' Công Phượng trước trận play-off giành vé dự V-League - Báo VietnamPlus,/root/mvsa/data/ViClickbait-2025/images/article_1935_image.png,clickbait,1,train
article_1997,'Đám cưới thế kỷ' của tỷ phú Jeff Bezos,/root/mvsa/data/ViClickbait-2025/images/article_1997_image.png,clickbait,1,train
article_3463,Những SUV dưới 1 tỷ được người dùng Việt ngóng đợi,/root/mvsa/data/ViClickbait-2025/images/article_3463_image.png,non-clickbait,0,train
article_1847,"Khó mua nhà Hà Nội, vợ chồng trẻ cầm tiền tỷ về quê tậu đất, dựng căn nhà đẹp mê",/root/mvsa/data/ViClickbait-2025/images/article_1847_image.png,clickbait,1,train
article_3501,"Ra mắt Land Rover Defender đặc biệt Trophy từ 2,9 tỷ đồng - Báo Tri thức & Cuộc sống",/root/mvsa/data/ViClickbait-2025/images/article_3501_image.png,non-clickbait,0,train
article_2277,Ba sự kiện âm nhạc lớn ở Hà Nội đều mưa to; DPR Ian xả ảnh đi ăn phở Hà Nội,/root/mvsa/data/ViClickbait-2025/images/article_2277_image.png,non-clickbait,0,train
article_1219,Kết quả xổ số hôm nay - KQXS - Xổ số trực tiếp chủ nhật ngày 22.6.2025,/root/mvsa/data/ViClickbait-2025/images/article_1219_image.png,non-clickbait,0,train
article_1284,"Dịu Dàng Màu Nắng: Lương Thu Trang ngoại tình vụng về, lỗi sơ đẳng cũng mắc phải",/root/mvsa/data/ViClickbait-2025/images/article_1284_image.png,clickbait,1,train
article_0967,V-League hạ màn: Nghẹt thở cuộc chiến trụ hạng,/root/mvsa/data/ViClickbait-2025/images/article_0967_image.png,non-clickbait,0,train
article_0184,Tài xế dừng xe ngủ trên cao tốc gây tai nạn kinh hoàng đối diện mức phạt nào?,/root/mvsa/data/ViClickbait-2025/images/article_0184_image.png,non-clickbait,0,train
article_2171,Những món quà độc lạ tại lễ nhận bằng tốt nghiệp đại học - Báo VietnamNet,/root/mvsa/data/ViClickbait-2025/images/article_2171_image.png,clickbait,1,train
article_3353,"Mỗi lon sữa Hiup giá gốc 87.000 đồng, bán ra thị trường hơn 546.000 đồng",/root/mvsa/data/ViClickbait-2025/images/article_3353_image.png,non-clickbait,0,train
article_1587,"Video bóng đá U21 Đan Mạch - U21 Pháp: Rượt đuổi 5 bàn, ngược dòng vỡ òa (U21 châu Âu)",/root/mvsa/data/ViClickbait-2025/images/article_1587_image.png,non-clickbait,0,train
article_2022,Một tháng ở Nam Kỳ của Phạm Quỳnh,/root/mvsa/data/ViClickbait-2025/images/article_2022_image.png,non-clickbait,0,train
article_2021,Abel - Một truyện siêu hình học cao bồi Viễn Tây,/root/mvsa/data/ViClickbait-2025/images/article_2021_image.png,non-clickbait,0,train
article_1312,"Loạt ô tô tiếp tục giảm giá, có mẫu giảm lên tới hơn 370 triệu đồng",/root/mvsa/data/ViClickbait-2025/images/article_1312_image.png,clickbait,1,train
article_2586,Midu tiết lộ câu chuyện đặc biệt của mình và ông xã doanh nhân,/root/mvsa/data/ViClickbait-2025/images/article_2586_image.png,clickbait,1,train
article_1031,Ông chủ Telegram tiết lộ có hơn 100 người con và sẽ chia tài sản thừa kế cho tất cả,/root/mvsa/data/ViClickbait-2025/images/article_1031_image.png,non-clickbait,0,train
article_1440,"'Đặt cọc mua VinFast EC Van, tôi lợi lớn khi 1 mũi tên trúng 2 đích'",/root/mvsa/data/ViClickbait-2025/images/article_1440_image.png,clickbait,1,train
article_3506,SUV điện BMW iX5 bản hiệu năng cao chạy thử trên đường - Tạp chí Tri thức,/root/mvsa/data/ViClickbait-2025/images/article_3506_image.png,non-clickbait,0,train
article_2574,"Ngô Kiến Huy 'xịt keo' vì Cris Phan, HURRYKNG thể hiện khả năng toán học | ON TRENDING",/root/mvsa/data/ViClickbait-2025/images/article_2574_image.png,non-clickbait,0,train
article_0302,Cảnh đổ nát tại Israel sau đòn tập kích đáp trả của Iran,/root/mvsa/data/ViClickbait-2025/images/article_0302_image.png,non-clickbait,0,train
article_0044,Hiện trạng khu đất 150 ha ở Thủ Thiêm sẽ làm công viên sinh thái,/root/mvsa/data/ViClickbait-2025/images/article_0044_image.png,non-clickbait,0,train
article_0703,"Cặp vợ chồng ăn sáng bằng thịt chuột bắt trong vườn, ít ngày sau nhiễm bệnh nguy hiểm",/root/mvsa/data/ViClickbait-2025/images/article_0703_image.png,non-clickbait,0,train
article_3262,Tử vi 12 cung hoàng đạo ngày 24/6/2025: Xử Nữ trở nên tự tin và mạnh mẽ - Báo Kinh tế & Đô thị,/root/mvsa/data/ViClickbait-2025/images/article_3262_image.png,non-clickbait,0,train
article_0841,Trump T1 Phone có thiết kế giống smartphone nào?,/root/mvsa/data/ViClickbait-2025/images/article_0841_image.png,non-clickbait,0,train
article_0727,"Mẹ ăn một món canh khi mang thai, em bé sinh ra có ngoại hình khiến ai cũng đau lòng",/root/mvsa/data/ViClickbait-2025/images/article_0727_image.png,clickbait,1,train
article_1629,Dàn kiều nữ pickleball làm nóng sân thi đấu: Nhan sắc và tài năng đều tỏa sáng,/root/mvsa/data/ViClickbait-2025/images/article_1629_image.png,non-clickbait,0,train
article_1928,CLB Hải Phòng chốt tương lai HLV Chu Đình Nghiêm - Báo Giáo Dục & Thời Đại,/root/mvsa/data/ViClickbait-2025/images/article_1928_image.png,non-clickbait,0,train
article_0559,Chuỗi cung ứng đất hiếm toàn cầu đã dịch chuyển ra sao?,/root/mvsa/data/ViClickbait-2025/images/article_0559_image.png,non-clickbait,0,train
article_1112,TP HCM hiện có 55.000 lô đất đủ điều kiện miễn giấy phép xây dựng,/root/mvsa/data/ViClickbait-2025/images/article_1112_image.png,non-clickbait,0,train
article_0048,Hà Nội phá dỡ 'Hàm cá mập',/root/mvsa/data/ViClickbait-2025/images/article_0048_image.png,non-clickbait,0,train
article_1319,"Bất ngờ cây vải cho quả đắt nhất thế giới, giá một quả lên tới gần 2 tỷ đồng mà không đủ bán",/root/mvsa/data/ViClickbait-2025/images/article_1319_image.png,clickbait,1,train
article_2102,Ca phẫu thuật khẩn từ lời nhắn cầu cứu của người phụ nữ xa lạ,/root/mvsa/data/ViClickbait-2025/images/article_2102_image.png,non-clickbait,0,train
article_2862,Nam Định ăn mừng chức vô địch bằng trận thắng sát nút Hà Tĩnh: Sân Thiên Trường mở hội,/root/mvsa/data/ViClickbait-2025/images/article_2862_image.png,non-clickbait,0,train
article_0884,"Chứng khoán tuần mới: Nhiều biến số gây áp lực, cơ hội vẫn xuất hiện vài nhóm cổ phiếu",/root/mvsa/data/ViClickbait-2025/images/article_0884_image.png,non-clickbait,0,train
article_1860,"Thi vào lớp 10 TP.HCM, không có điểm 10 môn Văn",/root/mvsa/data/ViClickbait-2025/images/article_1860_image.png,non-clickbait,0,train
article_3731,Cách làm chim bồ câu xào rau răm khử sạch mùi hôi và giữ được vị ngọt tự nhiên,/root/mvsa/data/ViClickbait-2025/images/article_3731_image.png,non-clickbait,0,train
article_2233,Nữ tài xế taxi bị khách xé áo định hãm hại,/root/mvsa/data/ViClickbait-2025/images/article_2233_image.png,non-clickbait,0,train
article_1544,HAGL để Quảng Nam giật vé trụ hạng đầy kịch tính,/root/mvsa/data/ViClickbait-2025/images/article_1544_image.png,non-clickbait,0,train
article_3472,BMW M2 CS 2026 ra mắt toàn cầu với công suất 523 mã lực - Chuyên trang Cartimes - Tạp chí Công Thương,/root/mvsa/data/ViClickbait-2025/images/article_3472_image.png,non-clickbait,0,train
article_0576,"Thủ tướng: Thuế thu nhập cá nhân phải thu đúng, khuyến khích phát triển",/root/mvsa/data/ViClickbait-2025/images/article_0576_image.png,non-clickbait,0,train
article_1170,Làm việc hybrid working sao cho hiệu quả?,/root/mvsa/data/ViClickbait-2025/images/article_1170_image.png,non-clickbait,0,train
article_2132,Học sinh viết văn tả mẹ 'dữ hơn phù thuỷ': Đọc câu kết mà ai cũng ngã ngửa,/root/mvsa/data/ViClickbait-2025/images/article_2132_image.png,clickbait,1,train
article_1044,"Thu nhập 24 triệu đồng ""gồng"" mua nhà Hà Nội, vợ chồng ""vỡ mộng” vì khổ hơn thuê trọ",/root/mvsa/data/ViClickbait-2025/images/article_1044_image.png,clickbait,1,train
article_1878,6 thức uống detox giúp giảm cân một cách tự nhiên mà không cần tới phòng gym,/root/mvsa/data/ViClickbait-2025/images/article_1878_image.png,clickbait,1,train
article_2640,Giang hồ Bình 'đen' ở Hải Phòng lĩnh án 12 năm 6 tháng tù,/root/mvsa/data/ViClickbait-2025/images/article_2640_image.png,non-clickbait,0,train
article_0951,Gần 700 VĐV dự giải cầu lông các nhóm tuổi thiếu niên QG 2025,/root/mvsa/data/ViClickbait-2025/images/article_0951_image.png,non-clickbait,0,train
article_0911,"Giá vàng hôm nay 22.6.2025: Mua vàng nhẫn lỗ 4,5 triệu đồng sau một tuần",/root/mvsa/data/ViClickbait-2025/images/article_0911_image.png,non-clickbait,0,train
article_1611,"Chuyển nhượng MU sôi sục: Onana từ chối đến đội dự Cúp C1, Napoli nhắm Hojlund",/root/mvsa/data/ViClickbait-2025/images/article_1611_image.png,non-clickbait,0,train
article_0812,Hơn 400 hộ dân ở Lạng Sơn bị cô lập giữa biển nước - Báo VTC News,/root/mvsa/data/ViClickbait-2025/images/article_0812_image.png,non-clickbait,0,train
article_1089,Ra mắt MV nghệ thuật độc đáo 'Nghi thức' - Chuyên trang Gia Đình & Xã Hội - Báo Sức khỏe & Đời sống,/root/mvsa/data/ViClickbait-2025/images/article_1089_image.png,non-clickbait,0,train
article_1753,"Công Phượng, Phi Sơn giúp Bình Phước đoạt vé play-off",/root/mvsa/data/ViClickbait-2025/images/article_1753_image.png,non-clickbait,0,train
article_0058,Thời tiết hôm nay 23-6: Bắc Bộ và Nam Bộ vẫn mưa to,/root/mvsa/data/ViClickbait-2025/images/article_0058_image.png,non-clickbait,0,train
article_1293,Lâm Giang Tiên làm giả số liệu?,/root/mvsa/data/ViClickbait-2025/images/article_1293_image.png,clickbait,1,train
article_3254,Cách ăn uống tốt nhất giúp ngăn ngừa hình thành sỏi thận - Báo Sức Khỏe & Đời Sống,/root/mvsa/data/ViClickbait-2025/images/article_3254_image.png,non-clickbait,0,train
article_3031,Chọn Mercedes C200 hay Toyota Camry HEV?,/root/mvsa/data/ViClickbait-2025/images/article_3031_image.png,non-clickbait,0,train
article_3768,12 vườn hồng hút khách check in tại Nhật Bản,/root/mvsa/data/ViClickbait-2025/images/article_3768_image.png,non-clickbait,0,train
article_2180,Sun PhuQuoc Airways ra mắt logo nhận diện thương hiệu: Bản sắc Việt vươn tầm quốc tế - Báo Nhân Dân,/root/mvsa/data/ViClickbait-2025/images/article_2180_image.png,non-clickbait,0,train
article_3517,Xác minh clip kéo sập cửa nhà hàng xóm vì bị nhắc nhở hát karaoke gây ồn ào,/root/mvsa/data/ViClickbait-2025/images/article_3517_image.png,non-clickbait,0,train
article_1454,"Không phải là nguyên nhân gây ung thư, đậu nành có 4 dưỡng chất quan trọng chống tế bào K",/root/mvsa/data/ViClickbait-2025/images/article_1454_image.png,clickbait,1,train
article_2517,Nữ sinh trường làng thành thủ khoa chuyên Toán,/root/mvsa/data/ViClickbait-2025/images/article_2517_image.png,non-clickbait,0,train
article_1565,"HLV Kim Sang Sik triệu tập trung vệ học lớp 12, cao 1m95 của HAGL",/root/mvsa/data/ViClickbait-2025/images/article_1565_image.png,non-clickbait,0,train
article_1212,Tử vi hằng ngày - Xem tử vi vui 12 con giáp ngày 23.6.2025,/root/mvsa/data/ViClickbait-2025/images/article_1212_image.png,non-clickbait,0,train
article_3110,Chung tay lập liên minh AI đầu tiên của Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_3110_image.png,non-clickbait,0,train
article_2493,Nữ sinh bốn lần liên tiếp đạt điểm tuyệt đối Đọc - Viết ở bài thi SAT,/root/mvsa/data/ViClickbait-2025/images/article_2493_image.png,non-clickbait,0,train
article_0219,"Iran tiến hành đợt không kích mới, Houthi tuyên bố tham gia xung đột với Israel, Mỹ",/root/mvsa/data/ViClickbait-2025/images/article_0219_image.png,non-clickbait,0,train
article_2251,Công an Cần Thơ có người phụ trách mới,/root/mvsa/data/ViClickbait-2025/images/article_2251_image.png,non-clickbait,0,train
article_3200,"Britney Spears đọ dáng với con trai cao 1,91 m",/root/mvsa/data/ViClickbait-2025/images/article_3200_image.png,non-clickbait,0,train
article_3120,Microsoft chặn trình duyệt Google Chrome,/root/mvsa/data/ViClickbait-2025/images/article_3120_image.png,non-clickbait,0,train
article_1819,Mỹ sắp cấp lại lịch phỏng vấn visa cho du học sinh Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_1819_image.png,non-clickbait,0,train
article_0256,Bảng xếp hạng Serie A 2025/2026 mới nhất,/root/mvsa/data/ViClickbait-2025/images/article_0256_image.png,non-clickbait,0,train
article_0364,"Chủ tịch UBND 39 xã, phường mới ở Hưng Yên",/root/mvsa/data/ViClickbait-2025/images/article_0364_image.png,non-clickbait,0,train
article_2513,Học viện Tài chính xét tuyển kết hợp với 3 nhóm học sinh giỏi,/root/mvsa/data/ViClickbait-2025/images/article_2513_image.png,non-clickbait,0,train
article_2159,Cận cảnh robot của Vingroup khiến nhiều người ngạc nhiên,/root/mvsa/data/ViClickbait-2025/images/article_2159_image.png,clickbait,1,train
article_1233,"Đường hoa xuân Tiền Giang: Điểm đến hấp dẫn phục vụ nhân dân vui xuân, đón tết",/root/mvsa/data/ViClickbait-2025/images/article_1233_image.png,non-clickbait,0,train
article_1796,Thi tốt nghiệp THPT thay đổi ra sao để phù hợp với thế giới?,/root/mvsa/data/ViClickbait-2025/images/article_1796_image.png,clickbait,1,train
article_2050,Du khách bị cân thiếu khi mua hải sản ở Sầm Sơn,/root/mvsa/data/ViClickbait-2025/images/article_2050_image.png,non-clickbait,0,train
article_2642,"Phát hiện bé gái 15 tuổi mang thai, bác sĩ có được báo công an?",/root/mvsa/data/ViClickbait-2025/images/article_2642_image.png,clickbait,1,train
article_0986,Lời mời từ Tổng thống Macron dành cho 'cha đẻ' SM Lee Soo Man,/root/mvsa/data/ViClickbait-2025/images/article_0986_image.png,non-clickbait,0,train
article_0800,"Triển khai Kế hoạch chuyển đổi số liên thông, đồng bộ đáp ứng yêu cầu sắp xếp tổ chức bộ máy - Báo Tuyên Quang",/root/mvsa/data/ViClickbait-2025/images/article_0800_image.png,non-clickbait,0,train
article_3257,Người phụ nữ 33 tuổi mất con ở tuần 26 vì nguyên nhân hiếm gặp - Chuyên trang Gia Đình & Xã Hội - Báo Sức khỏe & Đời sống,/root/mvsa/data/ViClickbait-2025/images/article_3257_image.png,clickbait,1,train
article_2227,Bộ xương người trong bồn nước trên mái nhà,/root/mvsa/data/ViClickbait-2025/images/article_2227_image.png,non-clickbait,0,train
article_1441,"Rò điện khi mưa, hiểu nhầm tai hại về xe điện ở Trung Quốc",/root/mvsa/data/ViClickbait-2025/images/article_1441_image.png,non-clickbait,0,train
article_2436,Bộ Y tế thu hồi thuốc kháng viêm Alfachim do không đạt chất lượng - Tạp chí Kinh Tế Sài Gòn,/root/mvsa/data/ViClickbait-2025/images/article_2436_image.png,non-clickbait,0,train
article_3216,"Mỹ nhân ""vạn người mê” bỏ showbiz lấy chồng đại gia, sinh 3 con nhưng vẫn đi làm công ăn lương 35 triệu/tháng",/root/mvsa/data/ViClickbait-2025/images/article_3216_image.png,clickbait,1,train
article_0666,Xổ số mới của Vietlott gây chú ý,/root/mvsa/data/ViClickbait-2025/images/article_0666_image.png,clickbait,1,train
article_0809,"Chấn chỉnh đấu thầu thuốc, thiết bị BHYT - Báo Người Lao Động",/root/mvsa/data/ViClickbait-2025/images/article_0809_image.png,non-clickbait,0,train
article_0086,Tổ chức kỳ thi tốt nghiệp THPT thực sự là ngày hội của toàn xã hội,/root/mvsa/data/ViClickbait-2025/images/article_0086_image.png,non-clickbait,0,train
article_2590,BTC lên tiếng về loạt tranh cãi liên quan đến chiến thắng của Hoa hậu Phương Linh,/root/mvsa/data/ViClickbait-2025/images/article_2590_image.png,clickbait,1,train
article_2209,Hé lộ căn hộ sang trọng của Tân Hoa hậu Hoàn vũ Việt Nam Phương Linh - Tạp chí Thương Gia,/root/mvsa/data/ViClickbait-2025/images/article_2209_image.png,clickbait,1,train
article_1357,Tân Cảng Sài Gòn đồng hành cùng cộng đồng doanh nghiệp tại Hội nghị Đối thoại Hải quan 2025 - Tạp chí VnEconomy,/root/mvsa/data/ViClickbait-2025/images/article_1357_image.png,non-clickbait,0,train
article_3750,Bằng Kiều nấu 'bún chửi' đầy ắp nhân,/root/mvsa/data/ViClickbait-2025/images/article_3750_image.png,clickbait,1,train
article_2654,"Không còn là hoàng tử ballad dịu dàng, SOOBIN hóa thân thành thái tử Na Tra cực ngầu trong Phong Thần VNG",/root/mvsa/data/ViClickbait-2025/images/article_2654_image.png,non-clickbait,0,train
article_3783,"Bằng lăng nở rộ, ""nhuộm"" tím khắp phố phường Hà Nội",/root/mvsa/data/ViClickbait-2025/images/article_3783_image.png,non-clickbait,0,train
article_3481,SUV Trung Quốc Haval H6 HEV giảm giá tới 246 triệu đồng tại đại lý - Báo Thế Giới & Việt Nam,/root/mvsa/data/ViClickbait-2025/images/article_3481_image.png,non-clickbait,0,train
article_1137,Kiên Giang gọi đầu tư loạt khu đô thị tỷ USD ở Phú Quốc,/root/mvsa/data/ViClickbait-2025/images/article_1137_image.png,non-clickbait,0,train
